X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,LANGUAGE
"4,390234019,""-6,965210981"",""-1,536326605"",""2,746428954"",""-9,678738591"",""9,69945639"",""-9,576293561"",""6,126824515"",""-2,747451802"",""-1,237191464"",""5,298370078"",""-3,869570079"",FALSE"
"7,886810741,""-2,592999134"",""0,2616545872"",""12,93212907"",""-4,108914898"",""11,81413378"",""-8,904041841"",""6,176519422"",""1,559731715"",""-7,812312531"",""4,317893024"",""-1,108532327"",FALSE"
"13,92403858,""-7,13652074"",""5,245371919"",""14,06049392"",""-6,69289709"",""12,86182592"",""-6,736493713"",""4,859774048"",""2,87293798"",""-6,697694822"",""4,615560892"",""-5,127709386"",FALSE"
"4,987784111,""-3,340092712"",""-0,77006053"",""6,482683112"",""-7,409282868"",""11,84920228"",""-9,012072441"",""3,406548586"",""-1,187046813"",""-3,605991991"",""4,321283642"",""-3,017101754"",FALSE"
"2,356540509,""-1,836459129"",""1,542366468"",""6,131899138"",""-6,831272563"",""11,34020622"",""-10,44820984"",""5,141914574"",""-0,9352255297"",""-1,467817413"",""4,231722077"",""-3,582374123"",FALSE"
"3,709425632,""-4,146002544"",""1,031719463"",""8,220115099"",""-6,970878246"",""9,198375362"",""-9,052197059"",""3,38305523"",""-1,018048416"",""-5,257070292"",""0,7647858681"",""-7,749922246"",FALSE"
"8,278839214,""-3,544323815"",""0,04351336859"",""9,996121431"",""-6,328045347"",""10,04386527"",""-9,992877777"",""8,430683527"",""0,8937737789"",""-9,861162163"",""3,178046363"",""-4,69095449"",FALSE"
"-1,591825307,""3,147058957"",""-1,316760687"",""8,479270245"",""-3,232696814"",""11,2121371"",""-9,015926317"",""6,194511508"",""-2,031738812"",""-0,3704992189"",""5,243465159"",""-3,953737462"",FALSE"
"4,529726448,""-4,081026709"",""-0,2804555958"",""8,684028399"",""-4,712186234"",""13,82899039"",""-10,00007671"",""5,328037"",""-0,5036930133"",""-1,544045486"",""4,336911134"",""-5,662285241"",FALSE"
"3,181085267,""-2,870762941"",""0,4014583553"",""9,2933816"",""-6,215011687"",""6,677004043"",""-9,475557724"",""7,796534377"",""-2,083039253"",""-10,56703912"",""4,982342982"",""-1,562411785"",FALSE"
"-0,7916208395,""1,303787654"",""-1,791228532"",""6,227354548"",""-9,602931267"",""8,602847859"",""-7,727415404"",""6,436677136"",""-0,05518695881"",""0,4865297858"",""1,698109685"",""-1,761527882"",FALSE"
"0,9423603437,""-0,5182865926"",""-1,593180187"",""4,222678027"",""-5,481754733"",""10,4826707"",""-10,69894287"",""5,524382443"",""1,283395706"",""-2,067741015"",""2,4054119"",""-3,286885534"",FALSE"
"-2,020461035,""1,111297927"",""-2,10706389"",""6,896539019"",""-3,377758586"",""10,68433352"",""-10,48957333"",""5,184497293"",""-2,244897388"",""-1,704590167"",""3,565677998"",""-2,529994264"",FALSE"
"2,452779394,""-4,405981368"",""0,4926457892"",""9,092336854"",""-5,571273068"",""11,48301653"",""-9,818405149"",""3,97704666"",""0,3992161371"",""-5,288366281"",""1,97661518"",""-3,873465076"",FALSE"
"3,787053626,""-0,9614300064"",""-1,025479792"",""7,711923345"",""-10,58344326"",""8,573902026"",""-9,11810109"",""1,020233883"",""0,03886604605"",""-5,260792097"",""0,4077958026"",""0,2275880313"",FALSE"
"-1,798624956,""-0,7492300475"",""-0,9768224939"",""11,37008054"",""-1,109260337"",""7,738946168"",""-9,915900593"",""4,704843398"",""-2,79258194"",""-4,472800086"",""4,009651183"",""-3,577405879"",FALSE"
"4,090749262,""-1,395089114"",""0,9649129701"",""9,469581686"",""-2,93836009"",""8,59856883"",""-11,25791498"",""8,922759852"",""-1,059103017"",""-9,364359501"",""6,666935066"",""-4,087327112"",FALSE"
"10,55706119,""-7,303096551"",""0,008079560554"",""13,65331127"",""-4,463308083"",""12,46409982"",""-9,815876749"",""1,873557415"",""-1,345833719"",""-8,634074911"",""5,302515306"",""-5,30560019"",FALSE"
"2,286984206,""-4,90734954"",""-1,129505208"",""2,713912021"",""-10,9521398"",""6,361657821"",""-9,913077375"",""4,68502312"",""-2,791460256"",""-2,026998387"",""6,082869664"",""-4,8145108"",FALSE"
"3,679129702,""-5,759664623"",""0,8842406566"",""4,593626533"",""-10,78831051"",""7,381936094"",""-9,566687708"",""2,8304014"",""-1,532123877"",""-0,5509868559"",""4,421048305"",""-3,554567784"",FALSE"
"11,43662544,""-1,856187959"",""1,522481575"",""13,45152246"",""-4,532381323"",""14,8510002"",""-6,921417069"",""5,705517149"",""2,153224209"",""-6,030018593"",""4,674468334"",""-5,719119194"",FALSE"
"11,58161055,""-6,134168056"",""1,89972757"",""16,1789423"",""-6,151053805"",""14,73949397"",""-4,501308137"",""5,508022494"",""1,428051827"",""-6,123260617"",""4,645507053"",""-5,723536523"",FALSE"
"12,28075786,""-2,437558361"",""3,175933842"",""13,47360137"",""-9,478259535"",""9,743755166"",""-8,100078238"",""9,033167953"",""3,866758554"",""-8,987370455"",""3,850405014"",""-2,702633064"",FALSE"
"2,419343385,""-2,099892309"",""2,875509234"",""4,739944289"",""-6,689006474"",""10,3490852"",""-12,73891536"",""6,413138621"",""-0,5774574445"",""-4,680488685"",""4,17405375"",""-5,946643147"",FALSE"
"5,603785763,""-11,02402679"",""6,383605496"",""2,725598754"",""-8,731318375"",""12,23262393"",""-8,59581733"",""4,014853666"",""-3,508426057"",""-4,050158723"",""5,368020807"",""-3,716240589"",FALSE"
"0,156075709,""-1,205436337"",""-0,3712426122"",""5,216924938"",""-4,399390907"",""10,50432593"",""-9,745647272"",""6,660797126"",""-1,749082182"",""-3,327718037"",""5,752471494"",""-3,106893644"",FALSE"
"3,311591122,""0,1340054042"",""-0,1528981439"",""7,560210667"",""-10,57777999"",""6,859595987"",""-10,02755769"",""2,0500116"",""-0,6804829917"",""-2,611351488"",""0,4228362037"",""-2,917880683"",FALSE"
"-0,4150368595,""-6,032414789"",""3,089097449"",""3,658781697"",""-6,605593873"",""11,28663807"",""-12,27464768"",""4,609877111"",""-1,257864021"",""-3,036235941"",""1,270443062"",""-4,884416906"",FALSE"
"4,427399598,""-6,483515545"",""3,953777295"",""10,96843368"",""-6,401292952"",""10,25992267"",""-8,440395138"",""4,301173452"",""-0,1785978713"",""-2,875744985"",""1,006225735"",""-8,869338393"",FALSE"
"7,59876258,""-9,123251714"",""8,857363274"",""10,44062053"",""-8,513083827"",""12,14017858"",""-14,73947992"",""4,682151714"",""1,213756947"",""-5,518448346"",""2,276325314"",""-4,331024204"",FALSE"
"13,67329039,""-9,329461277"",""-0,008073121364"",""6,951390519"",""-9,590551221"",""12,86972032"",""-9,072661054"",""3,620028349"",""-1,772338188"",""-9,868867098"",""6,307046227"",""-0,3871554306"",FALSE"
"15,19571718,""-6,538509612"",""0,8648290936"",""15,1674211"",""-8,624122211"",""11,05379492"",""-6,124841488"",""4,914569027"",""0,5966623089"",""-7,389290302"",""5,953790016"",""-7,215542904"",FALSE"
"4,025682718,""0,3563522367"",""2,123902851"",""2,671278182"",""-7,138005892"",""11,89370544"",""-11,24310588"",""8,075579894"",""-0,2435726807"",""-4,710040002"",""4,184636441"",""-5,677876022"",FALSE"
"5,260007095,""-4,80937324"",""3,745731456"",""4,55729336"",""-5,853546705"",""13,67020432"",""-10,86284859"",""2,795047252"",""1,535210508"",""-1,147868361"",""5,152335291"",""-1,853667849"",FALSE"
"6,360545183,""-0,077513242"",""0,7269704063"",""8,233986089"",""-9,050965323"",""11,70043451"",""-7,767177006"",""4,399709703"",""-0,01315026555"",""-5,083522244"",""2,555931551"",""-6,796219536"",FALSE"
"8,122276657,""-9,263559926"",""4,955378865"",""12,58082111"",""-6,228106819"",""14,06842167"",""-7,87250108"",""7,151342104"",""0,8021419595"",""-4,357339828"",""3,34217851"",""-6,660246088"",FALSE"
"2,887828582,""0,1020679943"",""1,894939034"",""5,10668304"",""-9,698305552"",""7,355213622"",""-9,481574866"",""8,663068851"",""-1,222045947"",""-3,036471811"",""1,558038851"",""-6,007906942"",FALSE"
"5,818890573,""-2,479246003"",""2,087605077"",""3,911586933"",""-6,988191981"",""10,43712773"",""-13,75502795"",""5,922611371"",""0,7142053228"",""-1,518099431"",""4,627938291"",""-8,77574789"",FALSE"
"7,26630458,""-2,226078032"",""1,169851488"",""4,777130359"",""-9,52638583"",""10,53266807"",""-10,75020814"",""5,093525243"",""0,4167962853"",""-3,714795316"",""5,202507243"",""-2,365554624"",FALSE"
"0,6964526416,""-3,499187561"",""1,60366017"",""4,68950259"",""-8,448121366"",""10,87644186"",""-10,62347913"",""2,485637086"",""-1,689225684"",""-2,142529673"",""1,754174304"",""-4,477096264"",FALSE"
"0,9004264127,""0,7834113385"",""0,3991778728"",""9,477398765"",""-5,838887051"",""10,94312463"",""-10,55488693"",""1,863140356"",""0,9020752237"",""-2,238008103"",""1,083770886"",""-4,955719713"",FALSE"
"9,607115023,""-5,856413871"",""6,804577861"",""13,31806825"",""-8,356424377"",""9,999290173"",""-13,64958749"",""3,190674125"",""1,093630441"",""-8,628708685"",""0,9039104688"",""-3,572472101"",FALSE"
"13,63327525,""-8,480930031"",""1,649426261"",""12,05923359"",""-7,622313885"",""13,47354463"",""-8,337231125"",""3,671756318"",""-2,937493965"",""-8,121959326"",""9,166065698"",""-2,191657988"",FALSE"
"3,593214309,""-4,871968627"",""4,859762293"",""11,38930071"",""-7,55294764"",""9,313876553"",""-9,762368733"",""3,322981551"",""-0,6511562781"",""-6,124860389"",""-0,4063396496"",""-7,067078925"",FALSE"
"13,88542526,""-6,233852322"",""2,229776427"",""10,99377017"",""-8,10762458"",""12,45302942"",""-5,30975541"",""7,431524261"",""0,7672714478"",""-4,333920464"",""5,337283786"",""-9,614959118"",FALSE"
"7,974354916,""-4,237204465"",""0,9460031203"",""8,600207566"",""-5,470076088"",""11,52489969"",""-11,35035932"",""3,508474662"",""0,2182748102"",""-1,067197844"",""3,670303183"",""-6,685859912"",FALSE"
"4,095690171,""-4,969491963"",""4,013537056"",""9,329499054"",""-3,987953361"",""13,81596102"",""-12,6239124"",""5,175934117"",""-0,1692778231"",""-2,175328332"",""5,18036472"",""-6,636019997"",FALSE"
"2,773589123,""-3,729875464"",""4,27338662"",""12,65688231"",""-0,1322773066"",""11,31861955"",""-10,54862982"",""8,481028316"",""-0,01781825056"",""-4,429543502"",""2,779308923"",""-7,878189314"",FALSE"
"5,83684251,""-5,32655675"",""7,472264712"",""8,847439795"",""-6,773244436"",""12,6772177"",""-12,3150607"",""4,41634401"",""0,1934998597"",""-3,6448119"",""2,151238617"",""-6,816309769"",FALSE"
"13,74460565,""-9,93853121"",""3,068951286"",""13,79504146"",""-6,007463166"",""14,31739547"",""-9,658241497"",""0,302305133"",""1,699647261"",""-10,99028987"",""5,381063029"",""0,1244984677"",FALSE"
"7,031558421,""-0,06682828706"",""-0,5913584487"",""8,533170079"",""-5,898010452"",""11,15217174"",""-9,896878613"",""4,691168187"",""1,346867849"",""-0,4486759006"",""1,419259325"",""-5,570353549"",FALSE"
"-1,529187621,""-2,789115004"",""-1,092792159"",""8,965877151"",""0,6907528254"",""8,436338434"",""-11,71427292"",""6,222309803"",""-1,634818295"",""-6,987455915"",""4,964214431"",""-3,589897187"",FALSE"
"7,827108364,""-5,477471938"",""7,816257284"",""9,187591834"",""-7,172510589"",""11,71529939"",""-13,84721376"",""4,574074827"",""-1,687559286"",""-7,204040594"",""-0,01184690283"",""-6,46314403"",FALSE"
"10,42139096,""-4,261052857"",""7,47247218"",""9,172961263"",""-7,419083435"",""11,38877177"",""-14,50895864"",""6,557093102"",""0,01411026604"",""-8,559910158"",""2,59641456"",""-4,763508342"",FALSE"
"0,9068460478,""1,369896791"",""-1,775439056"",""8,23509674"",""-5,219311478"",""12,4140688"",""-7,739050122"",""6,459635324"",""-0,3140503826"",""-1,226397369"",""2,3118291"",""-4,506858667"",FALSE"
"3,976945088,""-3,000409288"",""0,03200050732"",""9,452656989"",""-8,132359497"",""10,15116235"",""-9,986733434"",""1,3556304"",""-0,3736296264"",""-3,752769327"",""1,376126866"",""-4,728709406"",FALSE"
"8,787293072,""-5,524666622"",""8,752215324"",""10,00128614"",""-8,810647032"",""11,89161903"",""-13,26549055"",""6,96857835"",""0,9030846134"",""-5,969508021"",""1,760507116"",""-6,101706311"",FALSE"
"1,515896644,""-2,529147812"",""-1,427271632"",""4,588245432"",""-8,664691641"",""7,338897329"",""-9,540743806"",""4,701700339"",""-3,07761136"",""-0,8444683669"",""4,992310162"",""-3,61218916"",FALSE"
